Entity,Code,Year,Which countries include the inactivated polio vaccine (IPV) in their national vaccination programs?
Congo,COG,2007,Not routinely administered
Congo,COG,2008,Not routinely administered
Congo,COG,2009,Not routinely administered
Congo,COG,2010,Not routinely administered
Congo,COG,2011,Not routinely administered
Congo,COG,2012,Not routinely administered
Congo,COG,2013,Not routinely administered
Congo,COG,2014,Not routinely administered
Congo,COG,2015,Not routinely administered
Congo,COG,2016,Entire country
Congo,COG,2017,Entire country
Congo,COG,2018,Entire country
Congo,COG,2019,Entire country
Congo,COG,2020,Entire country
Congo,COG,2021,Entire country
Congo,COG,2022,Entire country
Congo,COG,2023,Entire country
Congo,COG,2024,Entire country
Cook Islands,COK,1955,Not routinely administered
Cook Islands,COK,1956,Not routinely administered
Cook Islands,COK,1957,Not routinely administered
Cook Islands,COK,1958,Not routinely administered
Cook Islands,COK,1959,Not routinely administered
Cook Islands,COK,1960,Not routinely administered
Cook Islands,COK,1961,Not routinely administered
Cook Islands,COK,1962,Not routinely administered
Cook Islands,COK,1963,Not routinely administered
Cook Islands,COK,1964,Not routinely administered
Cook Islands,COK,1965,Not routinely administered
Cook Islands,COK,1966,Not routinely administered
Cook Islands,COK,1967,Not routinely administered
Cook Islands,COK,1968,Not routinely administered
Cook Islands,COK,1969,Not routinely administered
Cook Islands,COK,1970,Not routinely administered
Cook Islands,COK,1971,Not routinely administered
Cook Islands,COK,1972,Not routinely administered
Cook Islands,COK,1973,Not routinely administered
Cook Islands,COK,1974,Not routinely administered
Cook Islands,COK,1975,Not routinely administered
Cook Islands,COK,1976,Not routinely administered
Cook Islands,COK,1977,Not routinely administered
Cook Islands,COK,1978,Not routinely administered
Cook Islands,COK,1979,Not routinely administered
Cook Islands,COK,1980,Not routinely administered
Cook Islands,COK,1981,Not routinely administered
Cook Islands,COK,1982,Not routinely administered
Cook Islands,COK,1983,Not routinely administered
Cook Islands,COK,1984,Not routinely administered
Cook Islands,COK,1985,Not routinely administered
Cook Islands,COK,1986,Not routinely administered
Cook Islands,COK,1987,Not routinely administered
Cook Islands,COK,1988,Not routinely administered
Cook Islands,COK,1989,Not routinely administered
Cook Islands,COK,1990,Not routinely administered
Cook Islands,COK,1991,Not routinely administered
Cook Islands,COK,1992,Not routinely administered
Cook Islands,COK,1993,Not routinely administered
Cook Islands,COK,1994,Not routinely administered
Cook Islands,COK,1995,Not routinely administered
Cook Islands,COK,1996,Not routinely administered
Cook Islands,COK,1997,Not routinely administered
Cook Islands,COK,1998,Not routinely administered
Cook Islands,COK,1999,Not routinely administered
Cook Islands,COK,2000,Not routinely administered
Cook Islands,COK,2001,Not routinely administered
Cook Islands,COK,2002,Not routinely administered
Cook Islands,COK,2003,Not routinely administered
Cook Islands,COK,2004,Not routinely administered
Cook Islands,COK,2005,Not routinely administered
Cook Islands,COK,2006,Not routinely administered
Cook Islands,COK,2007,Not routinely administered
Cook Islands,COK,2008,Not routinely administered
Cook Islands,COK,2009,Not routinely administered
Cook Islands,COK,2010,Not routinely administered
Cook Islands,COK,2011,Not routinely administered
Cook Islands,COK,2012,Not routinely administered
Cook Islands,COK,2013,Not routinely administered
Cook Islands,COK,2014,Not routinely administered
Cook Islands,COK,2015,Entire country
Cook Islands,COK,2016,Entire country
Cook Islands,COK,2017,Entire country
Cook Islands,COK,2018,Entire country
Cook Islands,COK,2019,Entire country
Cook Islands,COK,2020,Entire country
Cook Islands,COK,2021,Entire country
Cook Islands,COK,2022,Entire country
Cook Islands,COK,2023,Entire country
Cook Islands,COK,2024,Entire country
Costa Rica,CRI,1955,Not routinely administered
Costa Rica,CRI,1956,Not routinely administered
Costa Rica,CRI,1957,Not routinely administered
Costa Rica,CRI,1958,Not routinely administered
Costa Rica,CRI,1959,Not routinely administered
Costa Rica,CRI,1960,Not routinely administered
Costa Rica,CRI,1961,Not routinely administered
Costa Rica,CRI,1962,Not routinely administered
Costa Rica,CRI,1963,Not routinely administered
Costa Rica,CRI,1964,Not routinely administered
Costa Rica,CRI,1965,Not routinely administered
Costa Rica,CRI,1966,Not routinely administered
Costa Rica,CRI,1967,Not routinely administered
Costa Rica,CRI,1968,Not routinely administered
Costa Rica,CRI,1969,Not routinely administered
Costa Rica,CRI,1970,Not routinely administered
Costa Rica,CRI,1971,Not routinely administered
Costa Rica,CRI,1972,Not routinely administered
Costa Rica,CRI,1973,Not routinely administered
Costa Rica,CRI,1974,Not routinely administered
Costa Rica,CRI,1975,Not routinely administered
Costa Rica,CRI,1976,Not routinely administered
Costa Rica,CRI,1977,Not routinely administered
Costa Rica,CRI,1978,Not routinely administered
Costa Rica,CRI,1979,Not routinely administered
Costa Rica,CRI,1980,Not routinely administered
Costa Rica,CRI,1981,Not routinely administered
Costa Rica,CRI,1982,Not routinely administered
Costa Rica,CRI,1983,Not routinely administered
Costa Rica,CRI,1984,Not routinely administered
Costa Rica,CRI,1985,Not routinely administered
Costa Rica,CRI,1986,Not routinely administered
Costa Rica,CRI,1987,Not routinely administered
Costa Rica,CRI,1988,Not routinely administered
Costa Rica,CRI,1989,Not routinely administered
Costa Rica,CRI,1990,Not routinely administered
Costa Rica,CRI,1991,Not routinely administered
Costa Rica,CRI,1992,Not routinely administered
Costa Rica,CRI,1993,Not routinely administered
Costa Rica,CRI,1994,Not routinely administered
Costa Rica,CRI,1995,Not routinely administered
Costa Rica,CRI,1996,Not routinely administered
Costa Rica,CRI,1997,Not routinely administered
Costa Rica,CRI,1998,Not routinely administered
Costa Rica,CRI,1999,Not routinely administered
Costa Rica,CRI,2000,Not routinely administered
Costa Rica,CRI,2001,Not routinely administered
Costa Rica,CRI,2002,Not routinely administered
Costa Rica,CRI,2003,Not routinely administered
Costa Rica,CRI,2004,Not routinely administered
Costa Rica,CRI,2005,Not routinely administered
Costa Rica,CRI,2006,Not routinely administered
Costa Rica,CRI,2007,Not routinely administered
Costa Rica,CRI,2008,Not routinely administered
Costa Rica,CRI,2009,Not routinely administered
Costa Rica,CRI,2010,Entire country
Costa Rica,CRI,2011,Entire country
Costa Rica,CRI,2012,Entire country
Costa Rica,CRI,2013,Entire country
Costa Rica,CRI,2014,Entire country
Costa Rica,CRI,2015,Entire country
Costa Rica,CRI,2016,Entire country
Costa Rica,CRI,2017,Entire country
Costa Rica,CRI,2018,Entire country
Costa Rica,CRI,2019,Entire country
Costa Rica,CRI,2020,Entire country
Costa Rica,CRI,2021,Entire country
Costa Rica,CRI,2022,Entire country
Costa Rica,CRI,2023,Entire country
Costa Rica,CRI,2024,Entire country
Cote d'Ivoire,CIV,1955,Not routinely administered
Cote d'Ivoire,CIV,1956,Not routinely administered
Cote d'Ivoire,CIV,1957,Not routinely administered
Cote d'Ivoire,CIV,1958,Not routinely administered
Cote d'Ivoire,CIV,1959,Not routinely administered
Cote d'Ivoire,CIV,1960,Not routinely administered
Cote d'Ivoire,CIV,1961,Not routinely administered
Cote d'Ivoire,CIV,1962,Not routinely administered
Cote d'Ivoire,CIV,1963,Not routinely administered
Cote d'Ivoire,CIV,1964,Not routinely administered
Cote d'Ivoire,CIV,1965,Not routinely administered
Cote d'Ivoire,CIV,1966,Not routinely administered
Cote d'Ivoire,CIV,1967,Not routinely administered
Cote d'Ivoire,CIV,1968,Not routinely administered
Cote d'Ivoire,CIV,1969,Not routinely administered
Cote d'Ivoire,CIV,1970,Not routinely administered
Cote d'Ivoire,CIV,1971,Not routinely administered
Cote d'Ivoire,CIV,1972,Not routinely administered
Cote d'Ivoire,CIV,1973,Not routinely administered
Cote d'Ivoire,CIV,1974,Not routinely administered
Cote d'Ivoire,CIV,1975,Not routinely administered
Cote d'Ivoire,CIV,1976,Not routinely administered
Cote d'Ivoire,CIV,1977,Not routinely administered
Cote d'Ivoire,CIV,1978,Not routinely administered
Cote d'Ivoire,CIV,1979,Not routinely administered
Cote d'Ivoire,CIV,1980,Not routinely administered
Cote d'Ivoire,CIV,1981,Not routinely administered
Cote d'Ivoire,CIV,1982,Not routinely administered
Cote d'Ivoire,CIV,1983,Not routinely administered
Cote d'Ivoire,CIV,1984,Not routinely administered
Cote d'Ivoire,CIV,1985,Not routinely administered
Cote d'Ivoire,CIV,1986,Not routinely administered
Cote d'Ivoire,CIV,1987,Not routinely administered
Cote d'Ivoire,CIV,1988,Not routinely administered
Cote d'Ivoire,CIV,1989,Not routinely administered
Cote d'Ivoire,CIV,1990,Not routinely administered
Cote d'Ivoire,CIV,1991,Not routinely administered
Cote d'Ivoire,CIV,1992,Not routinely administered
Cote d'Ivoire,CIV,1993,Not routinely administered
Cote d'Ivoire,CIV,1994,Not routinely administered
Cote d'Ivoire,CIV,1995,Not routinely administered
Cote d'Ivoire,CIV,1996,Not routinely administered
Cote d'Ivoire,CIV,1997,Not routinely administered
Cote d'Ivoire,CIV,1998,Not routinely administered
Cote d'Ivoire,CIV,1999,Not routinely administered
Cote d'Ivoire,CIV,2000,Not routinely administered
Cote d'Ivoire,CIV,2001,Not routinely administered
Cote d'Ivoire,CIV,2002,Not routinely administered
Cote d'Ivoire,CIV,2003,Not routinely administered
Cote d'Ivoire,CIV,2004,Not routinely administered
Cote d'Ivoire,CIV,2005,Not routinely administered
Cote d'Ivoire,CIV,2006,Not routinely administered
Cote d'Ivoire,CIV,2007,Not routinely administered
Cote d'Ivoire,CIV,2008,Not routinely administered
Cote d'Ivoire,CIV,2009,Not routinely administered
Cote d'Ivoire,CIV,2010,Not routinely administered
Cote d'Ivoire,CIV,2011,Not routinely administered
Cote d'Ivoire,CIV,2012,Not routinely administered
Cote d'Ivoire,CIV,2013,Not routinely administered
Cote d'Ivoire,CIV,2014,Not routinely administered
Cote d'Ivoire,CIV,2015,Entire country
Cote d'Ivoire,CIV,2016,Entire country
Cote d'Ivoire,CIV,2017,Entire country
Cote d'Ivoire,CIV,2018,Entire country
Cote d'Ivoire,CIV,2019,Entire country
Cote d'Ivoire,CIV,2020,Entire country
Cote d'Ivoire,CIV,2021,Entire country
Cote d'Ivoire,CIV,2022,Entire country
Cote d'Ivoire,CIV,2023,Entire country
Cote d'Ivoire,CIV,2024,Entire country
Croatia,HRV,1991,Entire country
Croatia,HRV,1992,Entire country
Croatia,HRV,1993,Entire country
Croatia,HRV,1994,Entire country
Croatia,HRV,1995,Entire country
Croatia,HRV,1996,Entire country
Croatia,HRV,1997,Entire country
Croatia,HRV,1998,Entire country
Croatia,HRV,1999,Entire country
Croatia,HRV,2000,Entire country
Croatia,HRV,2001,Entire country
Croatia,HRV,2002,Entire country
Croatia,HRV,2003,Entire country
Croatia,HRV,2004,Entire country
Croatia,HRV,2005,Entire country
Croatia,HRV,2006,Entire country
Croatia,HRV,2007,Entire country
Croatia,HRV,2008,Entire country
Croatia,HRV,2009,Entire country
Croatia,HRV,2010,Entire country
Croatia,HRV,2011,Entire country
Croatia,HRV,2012,Entire country
Croatia,HRV,2013,Entire country
Croatia,HRV,2014,Entire country
Croatia,HRV,2015,Entire country
Croatia,HRV,2016,Entire country
Croatia,HRV,2017,Entire country
Croatia,HRV,2018,Entire country
Croatia,HRV,2019,Entire country
Croatia,HRV,2020,Entire country
Croatia,HRV,2021,Entire country
Croatia,HRV,2022,Entire country
Croatia,HRV,2023,Entire country
Croatia,HRV,2024,Entire country
Cuba,CUB,1955,Not routinely administered
Cuba,CUB,1956,Not routinely administered
Cuba,CUB,1957,Not routinely administered
Cuba,CUB,1958,Not routinely administered
Cuba,CUB,1959,Not routinely administered
Cuba,CUB,1960,Not routinely administered
Cuba,CUB,1961,Not routinely administered
Cuba,CUB,1962,Not routinely administered
Cuba,CUB,1963,Not routinely administered
Cuba,CUB,1964,Not routinely administered
Cuba,CUB,1965,Not routinely administered
Cuba,CUB,1966,Not routinely administered
Cuba,CUB,1967,Not routinely administered
Cuba,CUB,1968,Not routinely administered
Cuba,CUB,1969,Not routinely administered
Cuba,CUB,1970,Not routinely administered
Cuba,CUB,1971,Not routinely administered
Cuba,CUB,1972,Not routinely administered
Cuba,CUB,1973,Not routinely administered
Cuba,CUB,1974,Not routinely administered
Cuba,CUB,1975,Not routinely administered
Cuba,CUB,1976,Not routinely administered
Cuba,CUB,1977,Not routinely administered
Cuba,CUB,1978,Not routinely administered
Cuba,CUB,1979,Not routinely administered
Cuba,CUB,1980,Not routinely administered
Cuba,CUB,1981,Not routinely administered
Cuba,CUB,1982,Not routinely administered
Cuba,CUB,1983,Not routinely administered
Cuba,CUB,1984,Not routinely administered
Cuba,CUB,1985,Not routinely administered
Cuba,CUB,1986,Not routinely administered
Cuba,CUB,1987,Not routinely administered
Cuba,CUB,1988,Not routinely administered
Cuba,CUB,1989,Not routinely administered
Cuba,CUB,1990,Not routinely administered
Cuba,CUB,1991,Not routinely administered
Cuba,CUB,1992,Not routinely administered
Cuba,CUB,1993,Not routinely administered
Cuba,CUB,1994,Not routinely administered
Cuba,CUB,1995,Not routinely administered
Cuba,CUB,1996,Not routinely administered
Cuba,CUB,1997,Not routinely administered
Cuba,CUB,1998,Not routinely administered
Cuba,CUB,1999,Not routinely administered
Cuba,CUB,2000,Not routinely administered
Cuba,CUB,2001,Not routinely administered
Cuba,CUB,2002,Not routinely administered
Cuba,CUB,2003,Not routinely administered
Cuba,CUB,2004,Not routinely administered
Cuba,CUB,2005,Not routinely administered
Cuba,CUB,2006,Not routinely administered
